ArtistID,Name,Role,PrimaryProfession,Gender,Photo,DateOfBirth,Place,Country,TwitterID,Biography,Filmography,UpcomingMovies,UnknownFacts,News,Videos,Gallery,Awards,QID,Wikipedia
37195,Rashmika Mandanna,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/rashmika-mandanna-20190705125340-37195.jpg,05 Apr 1996,"Kodagu, Karnataka",IN,iamRashmika,"Rashmika Mandanna is an Indian film actress and model who predominantly appears in Kannada, Telugu, and Tamil films. She makes her Sandalwood debut with the film Kirik Party. She holds awards from SIIMA, Filmfare, and many others for her popular role in the Geetha Govindham. Dear Comrade, Pushpa, and her debut movie, Kirik PartyEarly lifeRashmika was born and raised in Kodagu. She received her primary and secondary education in Coorg and her PU education in Mysore. After completing her schooling, Rashmika is currently pursuing a degree in Bengaluru. She started her modelling career after joining the university for a degree.CareerRashmika began her acting career in the 2016 Kannada film Kirik Party, which went on to rank among the year's highest-grossing movies. Numerous reviews commended Rashmika's performance. For the role, she received the SIIMA Award for Best Debut Actress.And in 2017, she starred in Anjani Putra and Chamak. For her work in the movie Chamak, she was nominated for a Filmfare Award for Best Actress (Kannada) at the 65th Filmfare Awards South.She co-starred with Vijay Deverakonda in the enormously popular film Geetha Govindam in 2018. She started getting attention from different film industries, like Kollywood, Mollywood, and Bollywood. Fans and the media praised her more for the character of Geetha.The 2020 Telugu film Sarileru Neekevvaru, which starred Rashmika and Mahesh Babu, went on to become one of the highest-grossing Telugu films. In the film industry, she rose to become an inevitable heroine.Some of the big-name actors she has worked with include Allu Arjun in ""Pushpa"" (Telugu), Thalapathy Vijay in ""Varisu"" (Tamil), and Ranbir Kapoor in ""Animal"" (Hindi).",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=37195,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=37195,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=37195,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=37195,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=37195,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=37195,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=37195,Q28088964,https://en.wikipedia.org/wiki/Rashmika_Mandanna
11218,Vani Viswanath,"Actress,Producer",Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/vani-viswanath-11218.jpg,13 May 1971,,IN,,"Vani Viswanath is an Indian film Actress/Producer,  known for her work in South Indian movies. She has worked in popular movies like Jaya Janaki Nayaka , Anandha Thollai, etc. Vani was a professional horse rider before entering movies.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=11218,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=11218,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=11218,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=11218,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=11218,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=11218,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=11218,Q7914889,https://en.wikipedia.org/wiki/Vani_Viswanath
55591,Amir,Dance Choreography,Dance Choreography,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/amir-20221227123054-55591.jpg,22 Dec 1992,"Kotagiri, Nilgiris District",IN,AmirADS2,"Amir, a dancer and choreographer from South India, also competes in Bigg Boss Tamil Season 5. He became well-known for his choreography on the Kings of Dance show, and in 2023, Ak's Thunivu served as the setting for his acting breakthrough. The Indian Hip Hop Championship awarded him a silver medal for his choreography for the ADS Kids.In the Nilgris district's Kotagiri village, Amir was born on December 22, 1992. Amir's father passed away while he was a little boy, which left his family facing a lot of hardships. His early education was received in Kotagiri town. Amir has always loved dancing and would regularly practise it in his tiny tented home without any formal coaching. He had an affair with Pavani Reddy, a Bigg Boss participant and serial actress on television.Amir's mother encouraged him to dance like Prabhu Deva when she noticed his enthusiasm for dance. Amir battled a lot in his childhood to become a renowned dancer and resolved to prove himself by smashing the Limca Book of Records for 7 hours of uninterrupted dancing. Amir was not yet able to heal from the loss of his father, and unfortunately, his mother also died. Ashraf assisted Amir in starting Amir Dance Studio after observing his commitment to his labour of love for dance (ADS).Both teams maintained their impressive performances throughout Season 2 of the tournament, and the ADS Girls team once again advanced to the program's championship round, where they finished as the first runner-up. In addition, Amir's team competed in the 2019 Indian Hip Hop Dance Championship, where they outperformed everyone and took first place. Amir has so far made numerous choreography appearances in Tamil and Malayalam films.In the popular show Bigg Boss Tamil Season 5 on Star Vijaya in 2021, he is featured as a contestant. Despite the fact that up to this point, Bigg Boss Tamil 5 choreographer Amir had not received much notice, Amir, who joined the competition as a wild card, is still making every effort to win over Pavani Reddy, and his efforts have been met with a great deal of support from his followers on social media. However, everyone was moved by his narrative, and admirers began to share his struggles on media platforms. Through the highly anticipated Pongal 2023 release of Ak's Thunivu, which saw the debut of Amir and Pavani in a feature film.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=55591,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=55591,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=55591,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=55591,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=55591,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=55591,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=55591,Q123710808,
4866,Suresh Krishna,"Actor,Singer",Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/suresh-krishna-4866.jpg,,,IN,,"A native of Guruvayur, Suresh was born and brought up at Chennai.  His father, Balakrishna Panicker, was a State Government employee of  Tamil Nadu. The youngest of six children, financial difficulties made  him stand on his feet from a young age. His first brush with acting was  in a Tamil serial in Doordarshan, produced by Madhumohan in 1990",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=4866,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=4866,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=4866,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=4866,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=4866,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=4866,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=4866,Q7645754,https://en.wikipedia.org/wiki/Suresh_Krishna_(actor)
36933,Vasuki Vaibhav,"Music Director,Singer,Actor,Lyricst",Music Director,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/vasuki-vaibhav-20200516160339-36933.jpg,,,IN,,"Vasuki Vaibhav is an Indian composer and singer known for his work in Kannada cinema came to limelight after Rama Rama Re (2016). CareerVasuki started as a theatre artist. There he started sing, compose, write lyrics, act and have even produced plays. Vasuki got a breakthrough in the industry with 2016 hit film Rama Rama Re. His works in Sarkari Hi. Pra. Shaale, Kasaragodu, Koduge: Ramanna Rai was praised by both audience and critics. Bigg Boss Vaibhav participated in Bigg Boss Kannada Season 7.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=36933,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=36933,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=36933,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=36933,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=36933,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=36933,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=36933,Q61044183,https://en.wikipedia.org/wiki/Vasuki_Vaibhav
63769,Demi-Leigh Tebow,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/demi-leightebow-20240702090203-63769.jpg,28 Jun 1995,"Sedgefield, Western Cape, South Africa",IN,DemiTebow,"Demi-Leigh Tebow, formerly Demi-Leigh Nel-Peters, is a South African model and beauty queen who gained international fame by winning the Miss Universe 2017 title. Known for her advocacy work, particularly her ""Unbreakable"" campaign focused on women's self-defense and empowerment, she continues to inspire many through her philanthropic efforts and public speaking. Married to former NFL quarterback Tim Tebow, Demi-Leigh balances her personal life with her ongoing commitment to social causes.Early Life and EducationDemi-Leigh Tebow, born Demi-Leigh Nel-Peters, was raised in the coastal town of Sedgefield, Western Cape, South Africa. She grew up in a close-knit family with her parents and siblings. From a young age, Demi-Leigh displayed a passion for modeling and beauty pageants.Demi-Leigh attended Outeniqua High School in George, South Africa. After completing her secondary education, she enrolled at North-West University, where she earned a degree in Business Management and Entrepreneurship.CareerPageantryDemi-Leigh's career in pageantry began when she won the title of Miss South Africa in March 2017. This victory catapulted her into the international spotlight, leading her to compete in the Miss Universe 2017 pageant.Miss Universe 2017On November 26, 2017, Demi-Leigh Nel-Peters was crowned Miss Universe 2017 in Las Vegas, Nevada. She became the second South African woman to win the title, following Margaret Gardiner's victory in 1978. During her reign, Demi-Leigh focused on promoting her ""Unbreakable"" campaign, which aimed to empower women by teaching them self-defense and confidence-building techniques.Post-Miss Universe CareerAfter her reign as Miss Universe, Demi-Leigh continued to be involved in various philanthropic and social initiatives. She has been a motivational speaker, focusing on women's empowerment and self-defense. Her work has taken her around the world, where she has participated in numerous charitable events and campaigns.Personal LifeMarriage to Tim TebowIn January 2019, Demi-Leigh got engaged to former NFL quarterback and professional baseball player Tim Tebow. The couple married on January 20, 2020, in a beautiful ceremony in Cape Town, South Africa. The wedding was attended by family, friends, and notable personalities from the sports and entertainment industries.Philanthropy and AdvocacyDemi-Leigh is actively involved in various charitable organizations and advocacy groups. Her ""Unbreakable"" campaign remains a significant part of her work, emphasizing the importance of self-defense and empowerment for women. She has also supported causes related to healthcare, education, and child welfare.Achievements and Honors    Miss South Africa 2017: Demi-Leigh's victory in the national pageant brought her national recognition.    Miss Universe 2017: Winning this prestigious title solidified her status as a global beauty icon and advocate for women's empowerment.Hobbies and InterestsDemi-Leigh is passionate about fitness, travel, and spending quality time with her family and friends. She often shares her travel adventures, fitness routines, and personal experiences on social media, where she has a significant following.Demi-Leigh Tebow's Special Appearance in ""Indian 2""Demi-Leigh Tebow made a special appearance in the highly anticipated movie ""Indian 2,"" starring Kamal Haasan. In the film, she featured in the song ""Calendar Song.""",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=63769,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=63769,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=63769,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=63769,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=63769,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=63769,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=63769,,
47802,Ananth Ram,"Actor,Dialogues",Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/ananth-ram-20240802093723-47802.jpg,,,IN,,"Ananth Ram is an Indian film actor and director who has made significant contributions to the Tamil movie industry. He has closely collaborated with HipHop Aadi and directed several short films before making his feature film directorial debut with ""Nanban Oruvan Vandha Piragu.""",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=47802,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=47802,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=47802,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=47802,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=47802,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=47802,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=47802,,
65459,Sukriti Veni Bandreddi,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/sukriti-veni-bandreddi-20250121120900-65459.jpg,,,IN,,"Sukriti Veni Bandreddi is an emerging talent in the Indian film industry, predominantly working in Telugu cinema. Known for her poise and acting prowess, Sukriti has made a promising start to her career, and her journey is already garnering attention from critics and fans alike.Sukriti was born into a family deeply rooted in the film industry. She is the daughter of the acclaimed Telugu filmmaker Sukumar, who is renowned for his exceptional storytelling and blockbuster movies such as Arya, Rangasthalam, and Pushpa. Growing up in a creative environment, Sukriti developed a passion for cinema at an early age, often accompanying her father to film sets and observing the nuances of filmmaking.Sukriti made her silver-screen debut with the 2025 Telugu movie Gandhi Tatha Chettu, directed by Padmavathi Malladi. The social drama explored themes of family values, tradition, and societal change. Sukriti's portrayal of a young woman torn between tradition and modernity was widely appreciated. Her ability to bring depth and authenticity to her character marked her as a talent to watch out for in the years to come.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=65459,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=65459,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=65459,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=65459,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=65459,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=65459,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=65459,,
43701,MJ Shriram,Actor,Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/mj-shriram-20190313151007-43701.jpg,,,,,"MJ Shriram is an actor & singer, who is working in Tamil film and television industry.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=43701,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=43701,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=43701,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=43701,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=43701,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=43701,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=43701,,
1272,Chandan Bisht,Actor,Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/chandan-bisht-20231123120934-1272.jpg,,,IN,,Actor:   1. Mithya (2008) .... Chandan   2. Honeymoon Travels Pvt. Ltd. (2007) .... Dinesh   3. Raghu Romeo (2003) .... Chandan   4. Armaan (2003)   5. Mission Kashmir (2000) .... Sadiq ,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=1272,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=1272,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=1272,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=1272,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=1272,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=1272,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=1272,,
42556,Andrew (Bigg Boss),Actor,Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/andrew-20181114174452-42556.jpg,,,,,"Andrew is an Indian actor who mainly works for the Kannada Film Industry. Andrew has worked in popular movies like Vajrakaya, Rudrakshipura etc.,Bigg Boss Kannada Season 6Andrew takes part in the most controversial reality show Bigg Boss 6 in Kannada along with 17 other contestants.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=42556,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=42556,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=42556,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=42556,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=42556,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=42556,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=42556,,
19435,Monikangana Dutta,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/monikangana-dutta-19435.jpg,,,IN,,"Moni Kangana Dutta is an Indian model and actress based in Mumbai, India. She hails from Guwahati, Assam  and studied in the Jesus and Mary College, University of Delhi.She has appeared in Elle, Vogue, and other magazines as well as other fashion shows and brands. She is represented by the IMG, a top international modeling agency which also represents Gisele Bündchen, Julianne Moore and Naomi Campbell.Dutta has a small role in the upcoming Bollywood flick Guzaarish.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=19435,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=19435,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=19435,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=19435,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=19435,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=19435,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=19435,Q6900249,https://en.wikipedia.org/wiki/Monikangana_Dutta
4367,Koti,"Music Director,Singer,Actor",Music Director,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/koti-4367.jpg,,,IN,,"Saluri Koteswara Rao aka Koti is an Indian composer notable for his work in the South Indian film industry. He has composed music for more than 475 movies in Telugu, Tamil, and Kannada. The son of music director Saluri Rajeswara Rao, in early 1980s Koti teamed with Somaraju (Raj), son of T. V. Raju, and the resulting duo was known as Raj-Koti.The duo composed music for about 180 films from their debut in 1983 till their separation in 1994. After the separation, Koti has composed music and background score for more than 300 movies. He won Nandi Award for Best Music Director for the film Hello Brother (1994).He started his music career as an assistant to music director K. Chakravarthy Composers like Mani Sharma and A. R. Rahman worked as keyboard programmers with Koti during the initial part of their career. Roshan Saluri, son of Koti is also introduced as film score composer. Another son Rajeev Saluri started his career as an actor. He also co-judges the musical show Bol Baby Bol on Gemini TV.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=4367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=4367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=4367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=4367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=4367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=4367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=4367,Q356482,https://en.wikipedia.org/wiki/Koti
12750,Diana Hayden,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/diana-hayden-12750.jpg,01 May 1973,Hyderabad,IN,,"Diana Hayden (born May 1, 1973) is an Indian model, actor and former Miss World.Early life and backgroundDiana Hayden was born in Hyderabad, India in a Anglo-Indian family. As a teenager, she was a tomboy, tall and gangly. She went to St.Anns High School, Secunderabad but dropped out in the 8th standard, due to circumstances.She continued her studies through open schooling and correspondence and graduated from Osmania University in English.Before modeling, she used to work for an Event management company called Encore. She then worked as a Public relations officer at BMG Crescendo where she managed careers for models Anaida and Mehnaz. After Anaida's recommendation, she filled in for the Miss India contest. After winning Miss India she proceeded to win the coveted Miss World title.CareerDiana Hayden became popular after the 1997 Miss World pageant at 24. She became the third Indian woman to win the Miss World pageant. She entered Bollywood acting career in the Indian film industry.Following her tenure as the global representative for the prestigious Miss World organization, Diana moved to the UK and studied acting at the Royal Academy of Dramatic Arts. She also studied at Drama Studio London, where she concentrated on the works of Shakespeare and earned a Best Actress nomination from the studio. In 2001, she made her screen debut in the film version of Shakespeare’s Othello in South Africa.In 2006, Diana was signed by the Avalon Academy as the face of the Academy and currently serves as a celebrity guest lecturer for airline personnel training programs.After failing to make a mark in Bollywood, Hayden moved to Los Angeles and devoted herself to social causes. In 2008, Diana Hayden became a wild card entry on the popular Indian show, Bigg Boss, which is based on the original Dutch show, Big Brother. She was voted out from Bigg Boss 2 house on the episode that aired on Nov 7th 2008.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=12750,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=12750,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=12750,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=12750,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=12750,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=12750,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=12750,Q263834,https://en.wikipedia.org/wiki/Diana_Hayden
43604,Shabana Shahjahan,,,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/shabana-shahjahan-20190215120636-43604.jpg,29 Aug 1997,,,,"Shabana Shajahan is an serail actress, who is working in Malayalam and Tamil television industry. Shabana made her acting debut in the Malayalam television serial 'Vijayadashami' along with Arun, directed by Shankar Valathungal. Currently she is acting in Sembaruthi serial along with Karthik which telecast in Zee Tamil.She completed her secondary education at Holy Cross Convent School, Kalyan. She has a bachelor’s degree from Sikkim Manipal University.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=43604,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=43604,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=43604,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=43604,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=43604,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=43604,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=43604,Q97226613,
