ArtistID,Name,Role,PrimaryProfession,Gender,Photo,DateOfBirth,Place,Country,TwitterID,Biography,Filmography,UpcomingMovies,UnknownFacts,News,Videos,Gallery,Awards,QID,Wikipedia,Wikidata_name
38871,Sara Ali Khan,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/sara-ali-khan-20181214112703-38871.jpg,12 Aug 1995,,,,"Sara Ali Khan is an Indian film Actress, who made her acting debut with the Bollywood movie Kedarnath, directed by Abhishek Kapoor. Sara Ali Khan is the daughter of actor Saif Ali Khan & Amrita Singh and the granddaughter of Mansoor Ali Khan Pataudi & Sharmila Tagore. Sara's next film is Rohit Shetty's Simmba, which stars Ranveer Singh in the lead role.Sara hold a Bachelor's degree in political science from Columbia University, New York.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=38871,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=38871,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=38871,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=38871,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=38871,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=38871,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=38871,,,Sara Ali Khan
5999,Haripriya,"Actress,Singer,Producer",Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/haripriya-20140827103902-5999.jpg,29 Oct 1991,"Chikkaballapura, Karnataka",IN,HariPrriya6,"Shruthi, known by her stage name Hariprriya, is an Indian film actress, model, and Bharatanatyam dancer from Chikkaballapura, Karnataka. She works in the South Indian film industry. Early lifeHaripriya was born as Shruthi in Chikkaballapura, Karnataka. She studied at Vidya Mandir and completed her Pre-University Course (PUC). Due to her brother, she moved to Bangalore, where she learned Bharatanatyam and received acting assignments. Her grandfather was a theatre personality, whom she then followed as an actress.CareerHaripriya used to participate in cultural programs. When she was studying in the 12th grade, director Richard Castelino saw stills of her from the programmes and offered her the female lead role in the Tulu film Badi. She made her Kannada film debut in Manasugula Mathu Madhura (2008), following which she was part of unsuccessful ventures such as Vasanthakala. Her performance in the political satire Kallara Santhe (2009) earned her a Filmfare nomination for best Kannada actress, while her next film, Cheluveye Ninne Nodalu, released to rave reviews, making Haripriya popular in Karnataka. In 2010, she also forayed into the Tamil and Telugu film industries with Kanagavel Kaaka and Bhumika Chawla's maiden production, Thakita Thakita, respectively, with the latter emerging as a moderate success. After that, she becomes busy with Tamil and Telugu projects, working on Cheran's Muran in Tamil and Pilla Zamindar in Telugu. She was also part of the political drama Mukhyamantri I Love You, produced in 2008, which has not been released.In 2012, Haripriya debuted in Malayalam with Thiruvambadi Thampan. In her third Telugu film, Abbayi Class Ammayi Mass, she played a call girl, and she did a two-week-long workshop to get into the character. In 2014, she returned to Kannada cinema with the gangster film Ugramm. The New Indian Express wrote that it was ""a strong performance by Haripriya, who is natural in her act."" The film went on to become a major commercial success, and she was said to have made a ""sensational comeback to Kannada films."" Sify wrote that Ugramm ""did wonders for Haripriya"" as she subsequently offered more Kannada projects. She accepted to be part of the big banner films, Ranna and Ricky, as well as the comedy film Bullet Basya. In Ricky, she would reportedly play a Naxalite, for which she was instructed to lose half her weight. She has completed filming for Ranathantra, which she signed before Ugramm.Haripriya's next release after Ugramm was Galata. In Tamil, she has Vaaraayo Vennilaave coming up, while her next Telugu release would be Eee Varsham Sakshiga, in which she plays Seetha Mahalakshmi, who, she said, ""is modern yet has a traditional outlook, She was also reported to have signed the Malayalam film Bhadrasanam, a sequel to the popular Anandabhadram, in which she was said to play an air hostess who is also a medical college student.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=5999,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=5999,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=5999,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=5999,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=5999,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=5999,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=5999,,,Haripriya
1589,Zarina Wahab,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/zarina-wahab-20190624115341-1589.jpg,17 Jul 1959,Vishakhapatnam,IN,,"Zarina Wahab is an Indian actress and former model, who was critically acclaimed for starring in roles, such as in Chit Chor and Gopal Krishna in the 1970s. She is fluent in Telugu and Hindi. She was trained at FTII.CareerFilmmaker Raj Kapoor was unimpressed with her look, when he met her at FTII. So Zarina worked on her appearance and attended film parties and events, and the industry people took notice and decided to cast her in films. She was usually cast as the middle-class, natural beauty.She had a major hit film with Basu Chatterjee's Chit Chor (1976). She also starred in Gharonda (1977). She earned a Filmfare nomination as Best Actress for this role. She acted in Telugu, Tamil and Malayalam films and became fluent in Malayalam.She made a comeback to the Malayalam industry with the movie Calendar, which released in 2009. She appeared in the 2010 release, My Name Is Khan as the mother of Rizwan Khan (Shah Rukh Khan).She prefers Telugu films, and has encouraged her daughter Sana to start out acting in a South Indian film, the way she had in a Telugu film Gajula Kistayya (1975) with Krishna (actor). Her daughter Sana Pancholi has tried her hand at acting in 2006. Wahab currently plays older roles in television serials.Personal LifeWahab met her husband actor Aditya Pancholi on the sets of Kalan Ka Tika. They married in 1986 and have a daughter, Sana and son Suraj. Her husband is almost 5-years younger than she, and their turbulent marriage has been in the gossip columns, regarding her husband's temper and rumours of infidelity. Yet, their marriage is intact and they are still together.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=1589,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=1589,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=1589,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=1589,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=1589,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=1589,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=1589,Q3595441,https://en.wikipedia.org/wiki/Zarina_Wahab,Zarina Wahab
2450,Salim Kumar,"Actor,Producer,Screenplay",Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/salim-kumar-2450.jpg,10 Oct 1969,"North Paravoor, Chittatukara, Kerala",IN,,"Salim Kumar is a Malayalam film actor and mimicry artist. He mainly handles comedy roles, but has acted in character roles in films such as Achanuranghatha Veedu, Gramophone, and Perumazhakkalam. He won the Kerala State Film Award for the second best actor in 2005 for his role as Samuel in Achanurangatha Veedu.Early LifeHe attended the Govt LP School, N Paravoor and later enrolled into the Govt. Boys High School, North Paravoor, Chittatukara. Later he graduated with a BA from Maharajas College, Ernakulam. He won the University title in mimicry three times.He chose Cochin Kalabhavan, and later moved on to Cochin Sagar to further cultivate his skills in mimicry. He was also a performer in Comicola, a hit comedy program on Asianet.Film CareerSalim Kumar's first film was Ishtamaanu Nooru Vattam, a family entertainer directed by Sidhik Shameer. Further, he got numerous opportunities. After establishing himself as an essential part of Malayalam comedy film, he earned the reputation of a character actor by becoming a hero in Achanurangatha Veedu, directed by Lal Jose. For his performance in this film, he won the Kerala State Film Award for the second best actor in 2007. He has also handled serious roles in films such as Gramophone and Perumazhakkalam.For about four years, he was associated with professional drama in Arathi Theatres, Cochin.Personal LifeHe has written his memoirs in a book form named 'Ishwara Vazhakhillelo'. He is married to Sunitha and the couple has two sons, Chandu and Aromal.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=2450,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=2450,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=2450,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=2450,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=2450,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=2450,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=2450,Q7404571,https://en.wikipedia.org/wiki/Salim_Kumar,Salim Kumar
7267,Ed Westwick,Actor,Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/ed-westwick-7267.jpg,27 Jun 1987,"Stevenage, Hertfordshire, England",GB,,"Edward ""Ed"" Westwick is an English actor best known for his role as Chuck Bass in the main cast on the American television series Gossip Girl. He is also the lead singer of the English indie rock band The Filthy Youth.Early lifeWestwick was born in Hertfordshire to Carole, an educational psychologist, and Peter Westwick, a business lecturer. He is the youngest of three sons. Westwick attended St Ippolyts Church of England Primary School and the Barclay School. He was a student at North Hertfordshire College when he made his first film, Breaking and Entering, directed by the late Anthony Minghella.CareerWestwick trained at the National Youth Theatre in London. He appeared on the British television series Doctors (as ""Holden""), Casualty (as ""Johnny Cullin"") and Afterlife (as ""Darren""). His film credits include Breaking and Entering, Children of Men and Son of Rambow. He has also been cast in the sequel to Donnie Darko and the upcoming horror film 100 Feet.Westwick also fronts the British indie rock band \'The Filthy Youth,\' composed of himself, Benjamin Lewis Allingham, Jimmy Wright, Mitch Cox, and John Vooght.Westwick is going to be the new face of K-Swiss, making him the second member of the Gossip Girl cast to endorse sneakers(Leighton Meester is endorsing Reebok).Personal lifeWestwick and Gossip Girl co-star Chace Crawford are currently roomates and reside in New York City.It was rumoured that at the end of 2008 Westwick and Gossip Girl co-star Jessica Szohr were dating, and in 2009 the pair were photographed kissing in New York.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=7267,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=7267,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=7267,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=7267,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=7267,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=7267,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=7267,Q297198,https://en.wikipedia.org/wiki/Ed_Westwick,Ed Westwick
4865,Ramya Krishnan,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/ramya-krishnan-20180731102950-4865.jpg,15 Sep 1967,"Chennai, Tamil Nadu",IN,meramyakrishnan,"Ramya Krishnan is a successful multilingual actress in commercial Indian cinema. She also holds a rare record of acting in five languages, namely Telugu, Tamil, Kannada, Malayalam, and Hindi. She has played such diverse roles as a glam doll, a caring wife, a devoted mom, an arrogant vamp, and even a goddess.The south Indian actress has a long career spanning over two decades and more than 200 films to her credit. She has portrayed a wide range of roles, from that of an innocent village belle to that of a hip and happening female.Personal and Early LifeRamya Krishna was born on September 15, 1967, in Chennai, Tamil Nadu, to a Telugu family whose mother tongue is Telugu. She is the niece of Cho Ramaswamy, an actor, and outspoken politician. She had initial training in Bharathanatyam and Kuchipudi dance forms and has given many stage performances.The actress married noted Telugu film director Krishna Vamsi on June 12, 2003, and has since settled in Hyderabad. She gave birth to a boy named Ritwik Vamsi on February 13, 2005.CareerRamya Krishna started her acting career at the age of 13 and has been in the field for 19+ years. She first played the lead role in ""Vellai Manasu"" in Tamil opposite Y.G. Mahendran. She was in the 8th grade when she acted in her first film.Ramya Krishnan's first Telugu film was Bhalae Mithrulu. Sutradharulu, Kasinadhuni Viswanath's 1987 masterpiece, gave Ramya her first major break as an actress. Under the direction of K. Raghavendra Rao, Ramya Krishnan established herself as a ""star"" in the Telugu film industry.She worked with all the major heroes of yesteryear, like Akkineni Nageswara Rao, Nandamuri Taraka Ramarao, Krishna, and Sobhan Babu, and also with the next generation of heroes, like Chiranjeevi, Balakrishna Nandamuri, Venkatesh, Akkineni Nagarjuna, and Jagapathi Babu. Though a trained Bharatanatyam dancer, she never really got a chance to explore that facet of herself.Her Tamil film Padayappa (Narasimha in Telugu) brought her recognition and fame not only in South India but also internationally in Japan, Singapore, London, and Paris. Her role in Padayappa was perhaps the best in her career and disproved her critics, who'd said that she was a mere glam doll.Ramya has also enjoyed success in Kannada movies. In fact, one of her early film roles was with Vishnuvardhan in the Kannada film Krishna Rukmini. Her biggest Kannada hits include Gadibidi Ganda, Mangalyam Thanthunanaena with Ravichandran, and Raktha Kanneeru with Upendra.Tv ShowsRamya Krishnan appeared in a game show called Thanga Vettai, shown on Sun TV. Ramya founded a company in the name of her son Ritwikettai, which was featured on Sun TV. Ramya started a company in the name of her son, Ritwik. She also hosted the entertainment show ""Zara Masti Zara Dhoom"" by interviewing film personalities.She also hosted a number of entertainment shows on Vijay TV, including Jodi Fun Unlimited and Bigg Boss Jodigal. On occasion, she also made appearances in Tamil Bigg Boss episodes when Kamal Hasan wasn't present.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=4865,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=4865,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=4865,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=4865,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=4865,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=4865,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=4865,Q3520429,https://en.wikipedia.org/wiki/Ramya_Krishnan,Ramya Krishnan
2847,Shruti,"Actress,Actor",Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/shruti-20160201112847-2847.jpg,18 Sep 0,,IN,,"Shruti is a South Indian film actress. She has acted in about 120 Kannada language movies and in several movies in other South Indian languages such as Tamil, Telugu and Malayalam.Early LifeBorn in a Kannada-speaking family in Karnataka, Shruti's birth name is Priyadarshani. The name Shruti was given to her by the director Dwarakish during her first movie, as a heroine, Shruti.Cinema CareerShruthi was in Puttur in her early ages of life. Shruti started her cinema career as a side actress and acted in the Kannada movie Aasegobba Meesegobba as the hero Shivarajkumar's sister. Later in the year 1990, she acted as heroine in the movie Shruti directed and produced by Dwarakish. This movie was a successful one running over 25 weeks. Some of the most famous and successful Kannada movies from Shruti are Shruti, Taayi illada tavaru, Veerappa Naayka, Gowri Ganesha, Bombat Hendthi (Karnataka State award Winner), Muddina Maava, Midida Hrudayagalu, etc.She was married to Mahendar and now divorced.Bigg BossIn 2016, by public vote, Shruti won the third season of the reality show Kannada Bigg Boss.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=2847,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=2847,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=2847,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=2847,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=2847,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=2847,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=2847,Q7504343,https://en.wikipedia.org/wiki/Shruti_(actress),Shruti
37367,Dhivyadharshini,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/dhivyadharshini-20181112161226-37367.jpg,17 Feb 1981,,,,"Dhivyadharshini (TV Anchor DD) is an South Indian television anchor and actress from Chennai, Tamil Nadu. Initially making her debut as an actress, she featured in supporting roles in films including Kamal Haasan's production Nala Damayanthi (2003. She has regularly been a host for shows on Vijay TV and in 2014, began hosting Koffee with DD, her own show.Dhivyadharshini was born in Tamil family,to Neelakandan Thevar and Srilatha. Her sister Priyadarshini is also a television host, while her younger brother is an airline pilot.Before going on to work in television serials, drawing attention for her performances in Raadan Media ventures, Selvi and Arasi.She made a breakthrough as an actress, portraying a serious character in K. Balachander's television serial Rekkai Kattiya Manasu shown on Raj TV. Her feature film debut came in the form of Kamal Haasan's production venture, the 2003 comedy film Nala Damayanthi, where she played the sister of Madhavan's character. She followed it up with a serious role of a girl who commit suicide in the campus horror film Whistle (2004). She married Srikanth Ravichandran, an assistant director of Gautham Menon, on 29 June 2014. The pair were friends for six years, after which their parents suggested the idea of having them married.They got separated and filed for divorce and divorce was granted in 2017.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=37367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=37367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=37367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=37367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=37367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=37367,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=37367,,,Dhivyadharshini
61277,Felix Cameron,Actress,Actress,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/felix-cameron-20240112151221-61277.jpg,,,IN,,"Felix Cameron, a Hollywood actor primarily known for his work in TV web 
series, hails from Melbourne, Australia. In 2020, he portrayed Rueben 
Bloom in the Netflix series ""Penguin Bloom."" Following this, Felix 
Cameron took on the role of Eli Bell in the Netflix mini-series ""Boy 
Swallows Universe,"" which premiered on January 11th, 2024.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=61277,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=61277,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=61277,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=61277,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=61277,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=61277,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=61277,,,Felix Cameron
4536,Gina Hecht,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/gina-hecht-4536.jpg,06 Dec 1953,"Winter Park, Florida",US,,"Gina Hecht is an American actress. He is the daughter of Pauline Hecht, a theatrical actress. Her first name is pronounced as GHEE-nah. She is friends with actor Jason Alexander, whose character she played on the TV series ""Seinfeld"" (1990).Gina is an avid poker player with many tournament wins under her belt. She played in the 2007 WPT Celebrity Invitational at the Commerce Casino with the starting field of 500, including many poker professionals. Seventy players made it back for the second day and Gina was one of only six celebrities to return.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=4536,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=4536,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=4536,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=4536,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=4536,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=4536,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=4536,Q275750,https://en.wikipedia.org/wiki/Gina_Hecht,Gina Hecht
50530,Niroop Nandakumar,Actor,Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/niroop-nandakumar-20210927190911-50530.jpg,,,IN,,"Niroop Nandakumar is an Indian model and actor. He was born in Vijayawada, Andhra Pradesh and bought up in Chennai. Niroop finished his acting course training at Mindscreen Film Institute.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=50530,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=50530,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=50530,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=50530,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=50530,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=50530,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=50530,,,Niroop Nandakumar
46359,Kiran Abbavaram,Actor,Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/kiran-abbavaram-20200908103724-46359.jpg,15 Jul 1992,,IN,Kiran_Abbavaram,"Kiran Abbavaram is an Indian film Actor, who has worked predominantly in Telugu movie industry. Kiran made his Tollywood debut through Ravi Kiran Kola's romantic entertianer Raja Vaaru Rani Gaaru in the year 2019. Kiran's upcoming movies are SR Kalyanamandapam, Sebastian PC 524 and Sammathame. Kiran Abbavaram and Rahasya Gorak got engaged on March 13th, 2024, at
 Ridhira Retreat in Hyderabad. The couple looked radiant as they 
exchanged rings in the presence of their families.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=46359,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=46359,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=46359,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=46359,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=46359,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=46359,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=46359,Q108150603,https://en.wikipedia.org/wiki/Kiran_Abbavaram,Kiran Abbavaram
12779,Aditya Om,"Actor,Director,Dialogues",Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/aditya-om-12779.jpg,05 Oct 1975,"Sultanpur, Uttar Pradesh",IN,,"Aditya Om is an Indian actor and director known for his work primarily in Telugu and Hindi cinema, along with contributions to theatre and television serials. He made his acting debut in the Telugu film ""Lahiri Lahiri Lahirilo"" (2002) under the stage name Aditya and later transitioned into directing, with notable works including ""Bandook"" (2013). He has received numerous Best Actor awards at various film festivals for his role in the Telugu film ""Dahanam."" In 2024, Aditya published a book titled ""Story of Bharata,"" inspired by the Hindu epic Mahabharata.CareerAditya Om's entry into the film industry began with his role in the Telugu multistarrer ""Lahiri Lahiri Lahirilo"" (2002). While his initial performance received mixed reviews—with some critics noting his overacting and poor dialogue delivery—he showed marked improvement in his subsequent film, ""Dhanalakshmi, I Love You"" (2002), where critics praised his performance and fitting portrayal of his character. Over the next few years, he appeared in several Telugu films such as ""Mee Intikoste Em Istaaru Maa Intkoste Em Testaaru"" (2004) and ""Preminchukunnam Pelliki Randi"" (2004). He also made his directorial debut with the silent film ""Mr. Lonely Miss Lovely"" (2004).Aditya Om's film ""Bandook"" (2013), which he directed and starred in, received critical acclaim, with reviewers highlighting his convincing performance. Notably, the script of ""Bandook"" is archived in the Oscars library. Another significant directorial work by Aditya is the Hindi feature film ""Maassab"" (2018), which garnered accolades at various national and international film festivals.Beyond his cinematic endeavors, Aditya is deeply committed to social work. He has adopted the village of Cherupally in Telangana and established a library, a digital service center, and provided laptops and solar lights to the local school and residents. Through his organization ""Edulightment,"" Aditya Om focuses on educational reforms, tribal welfare in Telangana, and supports auto drivers in Mumbai, alongside his involvement in human rights associations.In recent years, Aditya Om has expanded his work into the OTT space with his performance in the Hindi film ""Quota,"" which received positive feedback. His Telugu short film ""Pavithra"" became one of the most watched Telugu shorts of 2022. Looking ahead, Aditya has several upcoming Hindi films, including ""Bagawat"" and ""Bandi."" His directed film ""Maila"" was featured in the NFDC Recommends section of the 2021 Film Bazaar in Goa. Currently, Aditya is directing a Hindi biopic on Sant Tukaram. Demonstrating his ongoing commitment to community service, at the end of 2022, he initiated an ambulance service for his adopted villages, Cherupally and Kothapalli.Bigg Boss Telugu Season 8Aditya Om is participating in the Telugu reality show Bigg Boss Telugu Season 8. He entered the house as the Fifth contestant on September 1st, 2024 hosted by King Nagarjuna.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=12779,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=12779,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=12779,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=12779,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=12779,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=12779,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=12779,Q4683080,https://en.wikipedia.org/wiki/Aditya_Om,Aditya Om
